Entry Number,Entry Date,Arrival Date,Broker Ref. No.,Part Number,Primary HTS,CPSC Commercial Description,CPSC Certifier ID,CPSC Product ID Number,CPSC Product ID Version Number,CPSC Intended Use,CPSC Intended Use Description
CHQ-2299604-7,8/18/2026,8/18/2026,4001817,V2009,6101302010,V2009 - US KNIT MEN MAN-MADE OUTERWEAR,VUORI,V2009,BFC5E5B2,,
CHQ-2299604-7,8/18/2026,8/18/2026,4001817,V2009,6101302010,V2009 - US KNIT MEN MAN-MADE OUTERWEAR,VUORI,V2009,BFC5E5B2,,
CHQ-2299604-7,8/18/2026,8/18/2026,4001817,V2009,6101302010,V2009 - US KNIT MEN MAN-MADE OUTERWEAR,VUORI,V2009,BFC5E5B2,,
CHQ-2299604-7,8/18/2026,8/18/2026,4001817,V2022,6105202010,V2022 - L/S CORONADO HENLEY - RELAXED,VUORI,V2022,D0457D5B,,
CHQ-2299604-7,8/18/2026,8/18/2026,4001817,V2022,6105202010,V2022 - L/S CORONADO HENLEY - RELAXED,VUORI,V2022,D0457D5B,,
CHQ-2299616-1,8/18/2026,8/18/2026,4010225,VW1609,6110303059,VW1609 - WOMENS KNIT L/S HALO V-NECK CARDIGAN 89% RECYCLED POLYESTER 1,VUORI,VW1609,139996B6,,
CHQ-2299616-1,8/18/2026,8/18/2026,4010225,VW2064,6110303059,VW2064 - US KNIT WOMEN MAN-MADE OTHER PULLOVER,VUORI,VW2064,7D05FC43,,
CHQ-2299616-1,8/18/2026,8/18/2026,4010225,VW2064,6110303059,VW2064 - US KNIT WOMEN MAN-MADE OTHER PULLOVER,VUORI,VW2064,7D05FC43,,
CHQ-2299616-1,8/18/2026,8/18/2026,4010225,VW2064,6110303059,VW2064 - US KNIT WOMEN MAN-MADE OTHER PULLOVER,VUORI,VW2064,7D05FC43,,
CHQ-2299630-2,8/18/2026,8/18/2026,4028143,V4103,6104632006,V4103 - CORONADO PANT CLASSIC FIT 30,VUORI,V4103,0C59AEE2,,
CHQ-2299699-7,8/18/2026,8/18/2026,4001839,V2071,6101302010,"V2071 - US KNIT MEN MAN-MADE COAT, JACKET",VUORI,V2071,37FAF38D,,
CHQ-2299699-7,8/18/2026,8/18/2026,4001839,V2071,6101302010,"V2071 - US KNIT MEN MAN-MADE COAT, JACKET",VUORI,V2071,37FAF38D,,
CHQ-2299699-7,8/18/2026,8/18/2026,4001839,V2119,6110303041,V2119 - MENS KNIT PONTO PERFORMANCE CREW 2.0 89% RECYCLED POLYESTER 11,VUORI,V2119,B834083B,,
CHQ-2299699-7,8/18/2026,8/18/2026,4001839,V2119,6110303041,V2119 - MENS KNIT PONTO PERFORMANCE CREW 2.0 89% RECYCLED POLYESTER 11,VUORI,V2119,B834083B,,
CHQ-2299699-7,8/18/2026,8/18/2026,4001839,V2119,6110303041,V2119 - MENS KNIT PONTO PERFORMANCE CREW 2.0 89% RECYCLED POLYESTER 11,VUORI,V2119,B834083B,,
CHQ-2299699-7,8/18/2026,8/18/2026,4001839,V2119,6110303041,V2119 - MENS KNIT PONTO PERFORMANCE CREW 2.0 89% RECYCLED POLYESTER 11,VUORI,V2119,B834083B,,
CHQ-2299721-9,8/18/2026,8/18/2026,4016833,V1099,6105202010,"V1099 - US KNIT MEN MAN-MADE BUTTON DOWN SHIRTS, POLOS",VUORI,V1099,087EE3C7,,
CHQ-2299721-9,8/18/2026,8/18/2026,4016833,V4103,6104632006,V4103 - CORONADO PANT CLASSIC FIT 30,VUORI,V4103,0C59AEE2,,
CHQ-2299721-9,8/18/2026,8/18/2026,4016833,V2022,6105202010,V2022 - L/S CORONADO HENLEY - RELAXED,VUORI,V2022,D0457D5B,,
CHQ-2300261-3,8/18/2026,8/18/2026,4022433,VW444,6104632006,VW444 - CLEAN ELEVATION LEGGING,VUORI,VW444,1380E59D,,
CHQ-2300261-3,8/18/2026,8/18/2026,4022433,V2039,6110303053,V2039 - PONTO 1/2 ZIP MOCK NECK,VUORI,V2039,7AAB21AE,,
CHQ-2300261-3,8/18/2026,8/18/2026,4022433,V1071,6110303053,V1071 - MENS KNIT L/S PONTO PERFORMANCE TEE 89% RECYCLED POLYESTER 11%,VUORI,V1071,B78A220A,,
CHQ-2300261-3,8/18/2026,8/18/2026,4022433,,6109901050,VW1219 - S/S HALO BABY TEE,VUORI,VW1219,DECB07A8,,
CHQ-2300261-3,8/18/2026,8/18/2026,4022433,,6104632006,VW4463 - HALO EASY WIDELEG PANT,VUORI,VW4463,E1CA1B56,,
CHQ-2300295-1,8/19/2026,8/19/2026,4109130,VW2064,6110303059,VW2064 - HALO MODERN FULL ZIP HOODIE,VUORI,VW2064,7D05FC43,,
CHQ-2300316-5,8/19/2026,8/19/2026,4109143,VW2064,6110303059,VW2064 - HALO MODERN FULL ZIP HOODIE,VUORI,VW2064,7D05FC43,,
CHQ-2300327-2,8/20/2026,8/16/2026,4098654,,6109901050,VW1219 - S/S HALO BABY TEE,VUORI,VW1219,DECB07A8,,
CHQ-2300891-7,8/20/2026,8/18/2026,4059211,V1152,6205302073,"V1152 - MEN 63% POLYESTER, 34% VISCOSE, 3% ELASTANE WOVEN L/S MIDWEIGH",VUORI,V1152,4FF30D51,,
CHQ-2300891-7,8/20/2026,8/18/2026,4059211,,6109908010,V1211 - S/S MERINO WOOL TEE 2.0,VUORI,V1211,568D608B,,
CHQ-2302040-9,8/22/2026,8/22/2026,4083302,V4103,6103431520,V4103 - CORONADO PANT CLASSIC FIT 30,VUORI,V4103,0C59AEE2,,
CHQ-2302041-7,8/22/2026,8/22/2026,4083088,V4103,6103431520,V4103 - CORONADO PANT CLASSIC FIT 30,VUORI,V4103,0C59AEE2,,
CHQ-2302144-9,8/23/2026,8/23/2026,4083079,V4103,6103431520,V4103 - CORONADO PANT CLASSIC FIT 30,VUORI,V4103,0C59AEE2,,
CHQ-2302149-8,8/23/2026,8/24/2026,4024971,,6110202069,V2164 - VUORI LOGO CREW,VUORI,V2164,29F686B1,,
CHQ-2302152-2,8/23/2026,8/24/2026,4010236,,6212109020,VW1326 - HALO TRIANGLE BRA,VUORI,VW1326,97973769,,
CHQ-2302152-2,8/23/2026,8/24/2026,4010236,,6110303059,VW2084 - HALO MINI FZ HOODIE,VUORI,VW2084,1FD2F59B,,
CHQ-2295563-9,8/25/2026,8/11/2026,4063536,V1057,6109901007,V1057 - MENS KNIT S/S PONTO PEFORMANCE TEE 89% RECYCLED POLYESTER 11%,VUORI,V1057,2A76A947,,
CHQ-2302830-3,8/25/2026,8/25/2026,3981817,V1057,6109901007,V1057 - S/S PONTO PERFORMANCE TEE,VUORI,V1057,2A76A947,,
CHQ-2302830-3,8/25/2026,8/25/2026,3981817,V1057,6109901007,V1057 - S/S PONTO PERFORMANCE TEE,VUORI,V1057,2A76A947,,
CHQ-2302830-3,8/25/2026,8/25/2026,3981817,V1071,6110303053,V1071 - V1071 LS PONTO PERFORMANCE TEE,VUORI,V1071,B78A220A,,
CHQ-2302800-6,8/25/2026,8/25/2026,4073791,V1211,6109908010,V1211 - S/S MERINO WOOL TEE 2.0,VUORI,V1211,568D608B,,
CHQ-2302795-8,8/25/2026,8/25/2026,4036392,V2022,6105202010,V2022 - L/S CORONADO HENLEY - RELAXED,VUORI,V2022,D0457D5B,,
CHQ-2301948-4,8/25/2026,8/25/2026,3986894,V2039,6110303053,V2039 - PONTO 1/2 ZIP MOCK NECK,VUORI,V2039,7AAB21AE,,
CHQ-2301964-1,8/25/2026,8/25/2026,4032140,V2039,6110303053,V2039 - MENS KNIT PONTO 1/2 ZIP MOCK NECK 89% RECYCLED POLYESTER 11% E,VUORI,V2039,7AAB21AE,,
CHQ-5047595-5,8/30/2026,9/1/2026,4073454,V2044,6110303041,BEACH FLEECE CREW,VUORI,V2044,855769B2,,
CHQ-5047595-5,8/30/2026,9/1/2026,4073454,V2044,6110303041,BEACH FLEECE CREW,VUORI,V2044,855769B2,,
CHQ-5047595-5,8/30/2026,9/1/2026,4073454,V2071,6101302010,CORONADO FZ HOODIE 2.0,VUORI,V2071,37FAF38D,,
CHQ-2302767-7,8/25/2026,8/25/2026,4036357,V2110,6110303053,V2110 - MENS KNIT PONTO PULLOVER HOODIE 89% RECYCLED POLYESTER 11%ELAS,VUORI,V2110,C71580C8,,
CHQ-2302149-8,8/25/2026,8/24/2026,4024971,,6110202069,V2164 - VUORI LOGO CREW,VUORI,V2164,29F686B1,,
CHQ-2302830-3,8/25/2026,8/25/2026,3981817,V224,6110303041,V224 - MENS KNIT PONTO PERFORMANCE CREW 89%RECYCLED POLYESTER 11% ELAS,VUORI,V224,79AC4C47,,
CHQ-2302830-3,8/25/2026,8/25/2026,3981817,V224,6110303041,V224 - MENS KNIT PONTO PERFORMANCE CREW 89%RECYCLED POLYESTER 11% ELAS,VUORI,V224,79AC4C47,,
CHQ-2302830-3,8/25/2026,8/25/2026,3981817,V224,6110303041,V224 - MENS KNIT PONTO PERFORMANCE CREW 89%RECYCLED POLYESTER 11% ELAS,VUORI,V224,79AC4C47,,
CHQ-2302830-3,8/25/2026,8/25/2026,3981817,V224,6110303041,V224 - MENS KNIT PONTO PERFORMANCE CREW 89%RECYCLED POLYESTER 11% ELAS,VUORI,V224,79AC4C47,,
CHQ-2301948-4,8/25/2026,8/25/2026,3986894,,6110303053,V253 - MENS KNIT CORONADO 1/2 ZIP 87% RECYCLED POLYESTER 13% ELASTANE,VUORI,V253,629FC607,,
CHQ-2301985-6,8/25/2026,8/25/2026,3986911,,6110303053,V253 - MENS KNIT CORONADO 1/2 ZIP 87% RECYCLED POLYESTER 13% ELASTANE,VUORI,V253,629FC607,,
CHQ-2302795-8,8/25/2026,8/25/2026,4036392,V4103,6103431520,V4103 - CORONADO PANT CLASSIC FIT 30,VUORI,V4103,0C59AEE2,,
CHQ-2302795-8,8/25/2026,8/25/2026,4036392,V8137,6108920030,V8137 - DREAMKNIT ROBE,VUORI,V8137,7CF90036,,
CHQ-2301948-4,8/25/2026,8/25/2026,3986894,,6109901065,VW1212 - HALO ESSENTIAL SCOOP TANK,VUORI,VW1212,4B2FCEC2,,
CHQ-2301985-6,8/25/2026,8/25/2026,3986911,,6109901065,VW1212 - HALO ESSENTIAL SCOOP TANK,VUORI,VW1212,4B2FCEC2,,
CHQ-2302017-7,8/25/2026,8/25/2026,3986889,,6109901065,VW1212 - HALO ESSENTIAL SCOOP TANK,VUORI,VW1212,4B2FCEC2,,
CHQ-2301948-4,8/25/2026,8/25/2026,3986894,,6109901050,VW1219 - S/S HALO BABY TEE,VUORI,VW1219,DECB07A8,,
CHQ-2301964-1,8/25/2026,8/25/2026,4032140,VW1219,6109901050,VW1219 - WOMENS KNIT S/S HALO BABY TEE 89%RECYCLED POLYESTER 11%ELASTA,VUORI,VW1219,DECB07A8,,
CHQ-2301985-6,8/25/2026,8/25/2026,3986911,VW1219,6109901050,VW1219 - S/S HALO BABY TEE,VUORI,VW1219,DECB07A8,,
CHQ-2302017-7,8/25/2026,8/25/2026,3986889,,6109901050,VW1219 - S/S HALO BABY TEE,VUORI,VW1219,DECB07A8,,
CHQ-2302152-2,8/25/2026,8/24/2026,4010236,,6212109020,VW1326 - HALO TRIANGLE BRA,VUORI,VW1326,97973769,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW1326,6212109020,VW1326 - WOMENS KNIT HALO TRIANGLE BRA 89% RECYCLED POLYESTER 11% ELAS,VUORI,VW1326,97973769,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW1326,6212109020,VW1326 - WOMENS KNIT HALO TRIANGLE BRA 89% RECYCLED POLYESTER 11% ELAS,VUORI,VW1326,97973769,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW1326,6212109020,VW1326 - WOMENS KNIT HALO TRIANGLE BRA 89% RECYCLED POLYESTER 11% ELAS,VUORI,VW1326,97973769,,
CHQ-2303198-4,8/28/2026,8/27/2026,4093509,VW1326,6212109020,VW1326 - HALO TRIANGLE BRA,VUORI,VW1326,97973769,,
CHQ-2303198-4,8/28/2026,8/27/2026,4093509,VW1326,6212109020,VW1326 - HALO TRIANGLE BRA,VUORI,VW1326,97973769,,
CHQ-2305084-4,8/30/2026,8/30/2026,4096504,VW1326,6212109020,VW1326 - HALO TRIANGLE BRA,VUORI,VW1326,97973769,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW1555,6110303059,VW1555 - WOMENS KNIT L/S HALO FITTED HOODIE 89% RECYCLED POLYESTER 11%,VUORI,VW1555,D311C505,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW1555,6110303059,VW1555 - WOMENS KNIT L/S HALO FITTED HOODIE 89% RECYCLED POLYESTER 11%,VUORI,VW1555,D311C505,,
CHQ-2304463-1,8/30/2026,8/29/2026,3981770,VW2041,6110303045,VW2041 - HALO MODERN PULLOVER HOODIE,VUORI,VW2041,2A0925BF,,
CHQ-2302487-2,8/24/2026,8/23/2026,4109117,VW2064,6110303059,VW2064 - HALO MODERN FULL ZIP HOODIE,VUORI,VW2064,7D05FC43,,
CHQ-2302767-7,8/25/2026,8/25/2026,4036357,VW2064,6110303059,VW2064 - WOMENS KNIT HALO MODERN FULL ZIP HOODIE 89% RECYCLED POLYESTE,VUORI,VW2064,7D05FC43,,
CHQ-2302152-2,8/25/2026,8/24/2026,4010236,,6110303059,VW2084 - HALO MINI FZ HOODIE,VUORI,VW2084,1FD2F59B,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW2084,6110303059,VW2084 - WOMENS KNIT HALO MINI FZ HOODIE 89% RECYCLED POLYESTER 11% EL,VUORI,VW2084,1FD2F59B,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW2084,6110303059,VW2084 - WOMENS KNIT HALO MINI FZ HOODIE 89% RECYCLED POLYESTER 11% EL,VUORI,VW2084,1FD2F59B,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW2084,6110303059,VW2084 - WOMENS KNIT HALO MINI FZ HOODIE 89% RECYCLED POLYESTER 11% EL,VUORI,VW2084,1FD2F59B,,
CHQ-2302767-7,8/25/2026,8/25/2026,4036357,VW2084,6110303059,VW2084 - WOMENS KNIT HALO MINI FZ HOODIE 89% RECYCLED POLYESTER 11% EL,VUORI,VW2084,1FD2F59B,,
CHQ-2302767-7,8/25/2026,8/25/2026,4036357,VW2084,6110303059,VW2084 - WOMENS KNIT HALO MINI FZ HOODIE 89% RECYCLED POLYESTER 11% EL,VUORI,VW2084,1FD2F59B,,
CHQ-2302767-7,8/25/2026,8/25/2026,4036357,VW2084,6110303059,VW2084 - WOMENS KNIT HALO MINI FZ HOODIE 89% RECYCLED POLYESTER 11% EL,VUORI,VW2084,1FD2F59B,,
CHQ-2302743-8,8/25/2026,8/25/2026,4036367,VW2084-L,6110303045,VW2084-L - WOMENS KNIT HALO MINI FZ HOODIE - LONG 89% RECYCLED POLYEST,VUORI,VW2084-L,48692A4F,,
CHQ-2295563-9,8/25/2026,8/11/2026,4063536,VW2120,6110303045,VW2120 - US KNIT WOMEN MAN-MADE SWEATSHIRT,VUORI,VW2120,01075EE8,,
CHQ-2295563-9,8/25/2026,8/11/2026,4063536,VW2120,6110303045,VW2120 - US KNIT WOMEN MAN-MADE SWEATSHIRT,VUORI,VW2120,01075EE8,,
CHQ-2304463-1,8/30/2026,8/29/2026,3981770,,6110303045,VW2120 - HALO MODERN CREW,VUORI,VW2120,01075EE8,,
CHQ-2303417-8,8/29/2026,8/26/2026,4016613,VW323-L,6104632006,VW323-L - DAILY LEGGING - LONG,VUORI,VW323-L,F1E259D1,,
CHQ-2303417-8,8/29/2026,8/26/2026,4016613,VW323-S,6104632006,VW323-S - DAILY LEGGING - SHORT,VUORI,VW323-S,A74B809D,,
CHQ-2302017-7,8/25/2026,8/25/2026,3986889,,6104632006,VW4190 - HALO MODERN SWEATPANT,VUORI,VW4190,BF77166A,,
CHQ-2302017-7,8/25/2026,8/25/2026,3986889,,6104632006,VW4420 - ELEVATION RHYTHM FLARE,VUORI,VW4420,86539971,,
CHQ-2295563-9,8/25/2026,8/11/2026,4063536,VW444,6104632006,VW444 - WOMENS KNIT CLEAN ELEVATION LEGGING 87%RECYCLED POLYESTER 13%E,VUORI,VW444,1380E59D,,
CHQ-2295563-9,8/25/2026,8/11/2026,4063536,VW444,6104632006,VW444 - WOMENS KNIT CLEAN ELEVATION LEGGING 87%RECYCLED POLYESTER 13%E,VUORI,VW444,1380E59D,,
CHQ-2302814-7,8/25/2026,8/25/2026,3981744,VW444,6104632006,VW444 - CLEAN ELEVATION LEGGING,VUORI,VW444,1380E59D,,
CHQ-2304463-1,8/30/2026,8/29/2026,3981770,,6104632006,VW444 - CLEAN ELEVATION LEGGING,VUORI,VW444,1380E59D,,
CHQ-2302814-7,8/25/2026,8/25/2026,3981744,,6104632006,VW4463 - HALO EASY WIDELEG PANT,VUORI,VW4463,E1CA1B56,,
CHQ-2301964-1,8/25/2026,8/25/2026,4032140,VW4540,6104632006,VW4540 - WOMENS KNIT HALO BALLOON PANT 89%RECYCLED POLYESTER 11%ELASTA,VUORI,VW4540,D778858E,,
CHQ-2302814-7,8/25/2026,8/25/2026,3981744,,6104632006,VW4569 - HALO LR SLIM FLARE RETRO PANT,VUORI,VW4569,458BA8DE,,
CHQ-2303417-8,8/29/2026,8/26/2026,4016613,VW4574,6104632006,VW4574 - DAILY TRACK LEGGING,VUORI,VW4574,FA846DFD,,
CHQ-2304150-4,9/2/2026,9/2/2026,4098685,VW4190,6104632006,VW4190 - HALO MODERN SWEATPANT,VUORI,VW4190,BF77166A,,
CHQ-2305072-9,9/1/2026,9/1/2026,4076625,V1103,6105202010,V1103 - L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-2305072-9,9/1/2026,9/1/2026,4076625,V1103,6105202010,V1103 - L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-2305072-9,9/1/2026,9/1/2026,4076625,VW2084-L,6110303045,VW2084-L - HALO MINI FZ HOODIE-LONG,VUORI,VW2084-L,48692A4F,,
CHQ-2305073-7,9/2/2026,9/1/2026,4075119,,6103431520,V4103 - CORONADO PANT CLASSIC FIT 30,VUORI,V4103,0C59AEE2,,
CHQ-2305073-7,9/2/2026,9/1/2026,4075119,,6101302010,V2009 - CORONADO SHIRT JACKET,VUORI,V2009,BFC5E5B2,,
CHQ-2305073-7,9/2/2026,9/1/2026,4075119,,6105202010,V1099 - S/S PONTO PERFORMANCE POLO,VUORI,V1099,087EE3C7,,
CHQ-2305073-7,9/2/2026,9/1/2026,4075119,,6101302010,V2071 - CORONADO FZ HOODIE 2.0,VUORI,V2071,37FAF38D,,
CHQ-2305073-7,9/2/2026,9/1/2026,4075119,,6110303059,VW2064 - HALO MODERN FULL ZIP HOODIE,VUORI,VW2064,7D05FC43,,
CHQ-2305073-7,9/2/2026,9/1/2026,4075119,,6110303059,VW2084 - HALO MINI FZ HOODIE,VUORI,VW2084,1FD2F59B,,
CHQ-2305661-9,9/1/2026,9/1/2026,4083835,,6110303059,VW2064 - HALO MODERN FULL ZIP HOODIE,VUORI,VW2064,7D05FC43,,
CHQ-2305661-9,9/1/2026,9/1/2026,4083835,,6110303059,VW1555 - L/S HALO FITTED HOODIE,VUORI,VW1555,D311C505,,
CHQ-2305675-9,9/1/2026,9/1/2026,4071737,,6110303041,V2058 - BEACH FLEECE PULLOVER HOODIE,VUORI,V2058,3721BCE8,,
CHQ-2305675-9,9/1/2026,9/1/2026,4071737,,6110303041,V2044 - BEACH FLEECE CREW,VUORI,V2044,855769B2,,
CHQ-2305693-2,9/1/2026,9/1/2026,4036399,V2022,6105202010,V2022 - L/S CORONADO HENLEY - RELAXED,VUORI,V2022,D0457D5B,,
CHQ-2305693-2,9/1/2026,9/1/2026,4036399,VW3284,6104632030,VW3284 - HALO SHORT,VUORI,VW3284,1A97FF71,,
CHQ-2305693-2,9/1/2026,9/1/2026,4036399,,6110303059,VW1263 - L/S HALO ESSENTIAL SCOOP,VUORI,VW1263,5F9EE7FD,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,V2071,6101302010,CORONADO FZ HOODIE 2.0,VUORI,V2071,37FAF38D,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,VW1326,6212109020,HALO TRIANGLE BRA,VUORI,VW1326,97973769,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,VW1326,6212109020,HALO TRIANGLE BRA,VUORI,VW1326,97973769,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,VW2064,6110303059,HALO MODERN FULL ZIP HOODIE,VUORI,VW2064,7D05FC43,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,VW2064,6110303059,HALO MODERN FULL ZIP HOODIE,VUORI,VW2064,7D05FC43,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,VW2084,6110303059,HALO MINI FZ HOODIE,VUORI,VW2084,1FD2F59B,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,VW2084-L,6110303045,HALO MINI FZ HOODIE-LONG,VUORI,VW2084-L,48692A4F,,
CHQ-5047055-0,9/1/2026,9/1/2026,4036384,VW2084-L,6110303045,HALO MINI FZ HOODIE-LONG,VUORI,VW2084-L,48692A4F,,
CHQ-5047595-5,9/1/2026,9/1/2026,4073454,V2071,6101302010,CORONADO FZ HOODIE 2.0,VUORI,V2071,37FAF38D,,
CHQ-5047595-5,9/1/2026,9/1/2026,4073454,V2044,6110303041,BEACH FLEECE CREW,VUORI,V2044,855769B2,,
CHQ-5047595-5,9/1/2026,9/1/2026,4073454,V2044,6110303041,BEACH FLEECE CREW,VUORI,V2044,855769B2,,
CHQ-5047610-2,9/1/2026,9/1/2026,4076633,V1103,6105202010,L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-5047610-2,9/1/2026,9/1/2026,4076633,V2095,6105202010,L/S CORONADO RUGBY,VUORI,V2095,0FF2F391,,
CHQ-5047610-2,9/1/2026,9/1/2026,4076633,VW1532,6114301020,ELEVATION SQUARE NECK CAMI,VUORI,VW1532,7A7C1FA6,,
CHQ-5047610-2,9/1/2026,9/1/2026,4076633,VW1532,6114301020,ELEVATION SQUARE NECK CAMI,VUORI,VW1532,7A7C1FA6,,
CHQ-5047610-2,9/1/2026,9/1/2026,4076633,VW2084-L,6110303045,HALO MINI FZ HOODIE-LONG,VUORI,VW2084-L,48692A4F,,
CHQ-5047733-2,9/1/2026,9/1/2026,4080383,VW1555,6110303059,L/S HALO FITTED HOODIE,VUORI,VW1555,D311C505,,
CHQ-5048553-3,9/4/2026,9/4/2026,4011854,V1152,6205302073,L/S MIDWEIGHT FLANNEL SHIRT,VUORI,V1152,4FF30D51,,
CHQ-5048553-3,9/4/2026,9/4/2026,4011854,V1152,6205302073,L/S MIDWEIGHT FLANNEL SHIRT,VUORI,V1152,4FF30D51,,
CHQ-5048553-3,9/4/2026,9/4/2026,4011854,V1152,6205302073,L/S MIDWEIGHT FLANNEL SHIRT,VUORI,V1152,4FF30D51,,
CHQ-5048553-3,9/4/2026,9/4/2026,4011854,V1152,6205302073,L/S MIDWEIGHT FLANNEL SHIRT,VUORI,V1152,4FF30D51,,
CHQ-5048553-3,9/4/2026,9/4/2026,4011854,V1152,6205302073,L/S MIDWEIGHT FLANNEL SHIRT,VUORI,V1152,4FF30D51,,
CHQ-5048697-8,9/1/2026,9/1/2026,3986904,V253,6110303053,CORONADO 1/2 ZIP,VUORI,V253,629FC607,,
CHQ-5048697-8,9/1/2026,9/1/2026,3986904,V253,6110303053,CORONADO 1/2 ZIP,VUORI,V253,629FC607,,
CHQ-5048697-8,9/1/2026,9/1/2026,3986904,V1057,6109901007,S/S PONTO PERFORMANCE TEE,VUORI,V1057,2A76A947,,
CHQ-5048697-8,9/1/2026,9/1/2026,3986904,V2039,6110303053,PONTO 1/2 ZIP MOCK NECK,VUORI,V2039,7AAB21AE,,
CHQ-5048697-8,9/1/2026,9/1/2026,3986904,V2039,6110303053,PONTO 1/2 ZIP MOCK NECK,VUORI,V2039,7AAB21AE,,
CHQ-5048697-8,9/1/2026,9/1/2026,3986904,V2039,6110303053,PONTO 1/2 ZIP MOCK NECK,VUORI,V2039,7AAB21AE,,
CHQ-5048697-8,9/1/2026,9/1/2026,3986904,V2039,6110303053,PONTO 1/2 ZIP MOCK NECK,VUORI,V2039,7AAB21AE,,
CHQ-5049390-9,9/1/2026,9/1/2026,4032206,VW2041,6110303045,HALO MODERN PULLOVER HOODIE,VUORI,VW2041,2A0925BF,,
CHQ-5049390-9,9/1/2026,9/1/2026,4032206,VW4540,6104632006,HALO BALLOON PANT,VUORI,VW4540,D778858E,,
CHQ-5049390-9,9/1/2026,9/1/2026,4032206,VW4540,6104632006,HALO BALLOON PANT,VUORI,VW4540,D778858E,,
CHQ-5049390-9,9/1/2026,9/1/2026,4032206,VW4540,6104632006,HALO BALLOON PANT,VUORI,VW4540,D778858E,,
CHQ-5049390-9,9/1/2026,9/1/2026,4032206,VW4463,6104632006,HALO EASY WIDELEG PANT,VUORI,VW4463,E1CA1B56,,
CHQ-5049390-9,9/1/2026,9/1/2026,4032206,VW4463,6104632006,HALO EASY WIDELEG PANT,VUORI,VW4463,E1CA1B56,,
CHQ-5049390-9,9/1/2026,9/1/2026,4032206,VW4463-L,6104632006,HALO EASY WIDELEG PANT - LONG,VUORI,VW4463-L,33C39C8C,,
CHQ-5049687-8,9/1/2026,9/1/2026,4053665,V2165,6110202069,VUORI LOGO HOODIE,VUORI,V2165,855D11D7,,
CHQ-5049687-8,9/1/2026,9/1/2026,4053665,V2165,6110202069,VUORI LOGO HOODIE,VUORI,V2165,855D11D7,,
CHQ-5049687-8,9/1/2026,9/1/2026,4053665,V2165,6110202069,VUORI LOGO HOODIE,VUORI,V2165,855D11D7,,
CHQ-5049687-8,9/1/2026,9/1/2026,4053665,V2164,6110202069,VUORI LOGO CREW,VUORI,V2164,29F686B1,,
CHQ-5049687-8,9/1/2026,9/1/2026,4053665,V2164,6110202069,VUORI LOGO CREW,VUORI,V2164,29F686B1,,
CHQ-5049687-8,9/1/2026,9/1/2026,4053665,V2164,6110202069,VUORI LOGO CREW,VUORI,V2164,29F686B1,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V2009,6101302010,CORONADO SHIRT JACKET,VUORI,V2009,BFC5E5B2,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V2009,6101302010,CORONADO SHIRT JACKET,VUORI,V2009,BFC5E5B2,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V2009,6101302010,CORONADO SHIRT JACKET,VUORI,V2009,BFC5E5B2,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V1103,6105202010,L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V1103,6105202010,L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V1103,6105202010,L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V1103,6105202010,L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V1103,6105202010,L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V1103,6105202010,L/S PONTO BUTTON DOWN,VUORI,V1103,0609985D,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V1099,6105202010,S/S PONTO PERFORMANCE POLO,VUORI,V1099,087EE3C7,,
CHQ-5049688-6,9/1/2026,9/1/2026,4019779,V2022,6105202010,L/S CORONADO HENLEY - RELAXED,VUORI,V2022,D0457D5B,,
